lat,lng,country,target
47.9524,-122.167,United States,1
35.6619,-105.9819,United States,1
36.8504,115.68,China,0
37.9477,-122.339,United States,1
8.4333,-82.4333,Panama,0
-2.1796,-79.6,Ecuador,0
47.1368,39.7449,Russia,0
47.4504,126.93,China,0
-13.3,35.24,Mozambique,0
11.1304,2.94,Benin,0
34.7953,109.9378,China,0
36.8277,-119.6838,United States,1
46.9504,128.05,China,0
0.8304,-77.65,Colombia,0
-21.14,-48.98,Brazil,0
30.1738,-95.5134,United States,1
47.2253,16.6287,Hungary,0
40.2507,-75.6444,United States,1
50.25,127.446,China,0
13.3666,103.85,Cambodia,0
47.1864,20.1794,Hungary,0
56.33,38.17,Russia,0
-3.57,-80.46,Peru,0
-34.6,-68.3333,Argentina,0
12.9171,-85.9167,Nicaragua,0
20.9604,-97.41,Mexico,0
54.66,86.17,Russia,0
5.7904,-6.61,Côte D’Ivoire,0
34.7287,-77.394,United States,1
45.5899,84.8599,China,0
46.367,17.8,Hungary,0
14.49,-4.18,Mali,0
8.569,81.233,Sri Lanka,0
36.0365,-95.7809,United States,1
44.4877,-73.2314,United States,1
48.49,124.88,China,0
51.7067,94.3831,Russia,0
35.4004,0.14,Algeria,0
54.46,53.46,Russia,0
12.4504,4.1999,Nigeria,0
12.6904,28.42,Sudan,0
13.09,-86.36,Nicaragua,0
41.32,16.27,Italy,0
46.0804,11.12,Italy,0
15.33,-92.63,Mexico,0
14.3004,-90.78,Guatemala,0
34.0555,-117.9112,United States,1
39.7211,64.5458,Uzbekistan,0
45.11,24.383,Romania,0
54.2,16.1833,Poland,0
55.0804,36.62,Russia,0
-3.6596,33.42,Tanzania,0
37.5053,-120.8587,United States,1
59.63,16.54,Sweden,0
52.9743,49.7243,Russia,0
19.8845,102.1416,Laos,0
-4.3196,20.61,Congo (Kinshasa),0
36.4166,94.8833,China,0
-23.55,-51.47,Brazil,0
37.6863,-122.4684,United States,1
44.82,-91.4951,United States,1
50.0404,15.76,Czechia,0
13.5419,99.8215,Thailand,0
46.3287,44.2087,Russia,0
18.9483,96.4179,Burma,0
45.5272,-122.936,United States,1
67.1643,32.4144,Russia,0
33.9366,-84.3703,United States,1
23.7075,120.5439,Taiwan,0
40.2004,-8.4167,Portugal,0
44.6459,22.6659,Romania,0
47.3404,123.18,China,0
50.4704,4.87,Belgium,0
42.4959,-96.3901,United States,1
39.7575,-121.8152,United States,1
51.2,58.33,Russia,0
-8.45,118.7666,Indonesia,0
-31.32,-54.1,Brazil,0
33.9069,-118.0829,United States,1
38.3755,-75.5867,United States,1
34.001,-117.4706,United States,1
33.0452,-96.9823,United States,1
42.0578,48.2774,Russia,0
47.6377,26.2593,Romania,0
45.9,6.1167,France,0
-31.3903,-57.9687,Uruguay,0
11.6804,10.19,Nigeria,0
5.0464,118.336,Malaysia,0
16.9398,43.8498,Yemen,0
13.01,42.73,Eritrea,0
14.3838,107.9833,Vietnam,0
23.1704,-102.86,Mexico,0
46.0004,8.9667,Switzerland,0
-31.8996,26.88,South Africa,0
39.5419,-104.9708,United States,1
20.8137,105.3383,Vietnam,0
11.9337,-85.95,Nicaragua,0
-5.3795,26.98,Congo (Kinshasa),0
16.9066,42.5566,Saudi Arabia,0
26.0789,-80.287,United States,1
45.6966,27.1865,Romania,0
-19.39,-40.05,Brazil,0
51.7704,14.33,Germany,0
12.3904,-5.47,Mali,0
29.4874,-95.1087,United States,1
44.9804,16.7,Bosnia And Herzegovina,0
34.1879,-118.3235,United States,1
37.5522,-122.3122,United States,1
28.4797,-82.53,United States,1
50.9304,11.58,Germany,0
50.8704,12.07,Germany,0
35.2233,60.6129,Iran,0
17.8733,102.7479,Thailand,0
40.6403,17.93,Italy,0
-25.83,25.61,South Africa,0
47.78,67.77,Kazakhstan,0
-37.32,-59.15,Argentina,0
-33.5995,-71.61,Chile,0
-8.6189,122.2123,Indonesia,0
-36.06,146.92,Australia,0
37.03,41.23,Syria,0
14.2804,39.47,Ethiopia,0
6.7304,-3.49,Côte D’Ivoire,0
54,86.64,Russia,0
-27.66,27.21,South Africa,0
17.59,33.96,Sudan,0
32.8017,-116.9604,United States,1
-4.1796,12.67,Congo (Brazzaville),0
9.4004,80.3999,Sri Lanka,0
38.4829,47.0629,Iran,0
-1.1615,136.0485,Indonesia,0
33.6001,69.2146,Afghanistan,0
34.1175,-117.3894,United States,1
51.2424,33.209,Ukraine,0
-3.4432,104.2315,Indonesia,0
31.3504,27.23,Egypt,0
27.93,-110.89,Mexico,0
26.9334,-105.6666,Mexico,0
44.0562,-121.3087,United States,1
10.256,105.964,Vietnam,0
39.2004,-76.859,United States,1
56.32,30.52,Russia,0
20.2172,-75.9988,Cuba,0
-22.5446,-55.76,Paraguay,0
15.1221,105.8183,Laos,0
11.5853,122.7511,Philippines,0
46.94,26.383,Romania,0
53.4804,18.75,Poland,0
-41.2037,174.9123,New Zealand,0
35.62,111.21,China,0
40.536,-74.3697,United States,1
63.56,53.69,Russia,0
50.8,15.08,Czechia,0
38.0375,-78.4855,United States,1
-26.4696,29.45,South Africa,0
43.8241,-91.2268,United States,1
31.1076,-97.3894,United States,1
0.1333,117.5,Indonesia,0
4.0119,101.0314,Malaysia,0
23.2254,56.517,Oman,0
40.5611,-74.2943,United States,1
31.829,70.8986,Pakistan,0
33.1896,-117.2386,United States,1
56.19,95.71,Russia,0
47.4758,-122.1905,United States,1
56.4791,53.7987,Russia,0
54.3188,26.8653,Belarus,0
49.63,17.25,Czechia,0
-20.55,-48.58,Brazil,0
-17.87,-41.5,Brazil,0
5.8305,-73.02,Colombia,0
40.8128,44.4883,Armenia,0
58.3839,26.7099,Estonia,0
45.45,8.62,Italy,0
39.5729,-119.7157,United States,1
42.7677,-86.0984,United States,1
35.85,7.15,Algeria,0
59.67,56.75,Russia,0
38.359,-121.968,United States,1
41.74,-111.8419,United States,1
33.1088,-96.6735,United States,1
58.1232,52.6288,Russia,0
43.6004,13.4999,Italy,0
-1.3196,31.8,Tanzania,0
6.9004,0.63,Togo,0
38.92,139.8501,Japan,0
9.23,-74.74,Colombia,0
57.99,102.6333,Russia,0
27.0333,14.4333,Libya,0
53.8885,25.2846,Belarus,0
32.5192,-94.7622,United States,1
46.07,19.68,Serbia,0
12.6133,102.0979,Thailand,0
42.97,129.8201,China,0
6.03,80.24,Sri Lanka,0
13.3007,-87.1908,Honduras,0
-1.0396,37.09,Kenya,0
40.913,38.39,Turkey,0
-0.3596,35.28,Kenya,0
48.98,14.46,Czechia,0
60.9939,25.6649,Finland,0
-20.71,-46.61,Brazil,0
38.6034,-121.381,United States,1
59.2803,15.22,Sweden,0
19.08,-102.35,Mexico,0
62.2603,25.75,Finland,0
18.9,-98.45,Mexico,0
40.2983,-111.6992,United States,1
-21.1196,-42.95,Brazil,0
8.1462,123.8444,Philippines,0
-22.97,-49.87,Brazil,0
45.1603,18.0156,Croatia,0
-14.4596,35.27,Malawi,0
36.8667,10.2,Tunisia,0
33.893,-118.2275,United States,1
-16.65,-49.5,Brazil,0
-23.41,-51.43,Brazil,0
46.814,-100.7695,United States,1
43.3016,68.2549,Kazakhstan,0
45.045,23.274,Romania,0
25.5705,-108.47,Mexico,0
51.8734,33.4797,Ukraine,0
30.659,51.594,Iran,0
1.5604,30.24,Congo (Kinshasa),0
58.41,15.6299,Sweden,0
53.6333,11.4167,Germany,0
40.7363,31.6061,Turkey,0
-10.2696,40.19,Tanzania,0
-18.64,-48.2,Brazil,0
21.705,104.875,Vietnam,0
-19.016,-57.65,Brazil,0
18.0333,-76.8,Jamaica,0
42.6794,26.33,Bulgaria,0
-27.63,-52.27,Brazil,0
9.21,12.48,Nigeria,0
13.5,39.47,Ethiopia,0
53.1204,46.6,Russia,0
40.4957,68.7907,Uzbekistan,0
33.9448,-118.1926,United States,1
59.575,150.81,Russia,0
38.9004,16.6,Italy,0
50.206,15.812,Czechia,0
-9.42,-40.5,Brazil,0
45.5504,18.68,Croatia,0
29.527,35.0777,Jordan,0
-0.9296,-78.61,Ecuador,0
43.5851,27.84,Bulgaria,0
39.2092,45.4122,Azerbaijan,0
48.9997,21.2394,Slovakia,0
39.142,34.171,Turkey,0
26.1547,-80.2997,United States,1
-29.1695,-51.52,Brazil,0
42.2516,-71.0183,United States,1
25.1234,56.3375,United Arab Emirates,0
21.3704,-101.93,Mexico,0
35.7904,118.62,China,0
50.663,14.081,Czechia,0
42.4779,-70.9663,United States,1
-3.21,40.1,Kenya,0
-23.35,-47.86,Brazil,0
52.9,40.5,Russia,0
45.5,124.3,China,0
36.658,65.7383,Afghanistan,0
51.3837,-2.35,United Kingdom,0
-12.4254,130.85,Australia,0
-22.2625,166.4443,New Caledonia,0
6.6004,0.47,Ghana,0
5.6904,-76.66,Colombia,0
-7.0196,-37.29,Brazil,0
45.1993,28.7967,Romania,0
42.8829,-8.5411,Spain,0
25.8171,-80.1396,United States,1
34.0232,-118.4813,United States,1
-28.48,-49.02,Brazil,0
50.9504,1.8333,France,0
19.7104,-103.46,Mexico,0
25.667,94.1166,India,0
62.8943,27.6949,Finland,0
-6.8396,36.99,Tanzania,0
-5.5596,12.19,Angola,0
33.7523,-117.9938,United States,1
39.1755,-77.2643,United States,1
18.9204,-103.88,Mexico,0
56.0505,12.7,Sweden,0
-21.13,-42.39,Brazil,0
37.976,34.694,Turkey,0
28.4257,-106.8696,Mexico,0
59.7572,10.1907,Norway,0
46.0833,-64.7667,Canada,0
46.6203,14.31,Austria,0
37.7071,-122.1601,United States,1
13.1133,99.9412,Thailand,0
-24.18,-46.8,Brazil,0
18.2004,-71.1,Dominican Republic,0
4.155,9.231,Cameroon,0
52.6647,-8.6231,Ireland,0
-21.17,27.5,Botswana,0
57.7713,14.165,Sweden,0
-30.88,-55.53,Brazil,0
40.4774,19.4982,Albania,0
53.2,-2.92,United Kingdom,0
47.2704,132.02,China,0
13.7804,-13.68,Senegal,0
-7.9596,31.62,Tanzania,0
43.3248,129.7343,China,0
50.4943,30.7809,Ukraine,0
44.938,25.459,Romania,0
-19.98,-43.85,Brazil,0
45,78.4,Kazakhstan,0
40.791,-77.8568,United States,1
-27.13,-48.93,Brazil,0
-25.45,-56.44,Paraguay,0
38.6948,-121.288,United States,1
39.818,34.815,Turkey,0
35.8367,38.5481,Syria,0
2.9,11.15,Cameroon,0
33.9146,-118.3476,United States,1
39.7198,43.0513,Turkey,0
9.7843,125.4888,Philippines,0
40.1459,26.4064,Turkey,0
9.901,-67.354,Venezuela,0
8.8804,-12.05,Sierra Leone,0
48.7543,30.2109,Ukraine,0
49.2198,18.7494,Slovakia,0
-22.6596,-50.42,Brazil,0
12.2505,-2.37,Burkina Faso,0
43.27,26.9294,Bulgaria,0
45.5504,131.88,China,0
49.18,125.23,China,0
6.615,1.715,Benin,0
-9.53,-77.53,Peru,0
33.9678,-118.0188,United States,1
20.9,-17.056,Mauritania,0
-1.4996,29.63,Rwanda,0
40.8631,-74.1575,United States,1
41.0391,21.3395,Macedonia,0
39.6679,20.8509,Greece,0
31.3223,-109.563,Mexico,0
15.3204,-91.47,Guatemala,0
-13.6296,32.64,Zambia,0
46.5833,0.3333,France,0
-51.6333,-69.2166,Argentina,0
10.5127,99.1872,Thailand,0
48.8005,2.1333,France,0
34.084,-118.1355,United States,1
-9.3307,-38.2657,Brazil,0
-18.97,-49.46,Brazil,0
-16.05,-57.51,Brazil,0
56.51,21.01,Latvia,0
15.6104,-16.25,Senegal,0
10,-83.0333,Costa Rica,0
47.7504,-3.3666,France,0
16.5376,104.773,Laos,0
-14.8334,-64.9,Bolivia,0
-0.0396,-51.18,Brazil,0
-0.5996,30.65,Uganda,0
55.0004,-7.3333,United Kingdom,0
44.3,-78.3333,Canada,0
-1.6847,29.2629,Rwanda,0
6.3604,2.09,Benin,0
45.297,21.8865,Romania,0
-4.4796,-43.88,Brazil,0
12.0004,105.45,Cambodia,0
33.8572,-118.0046,United States,1
0.822,-77.732,Ecuador,0
-12.2765,49.3115,Madagascar,0
40.6537,35.833,Turkey,0
-19.5796,-46.95,Brazil,0
41.8445,-87.7593,United States,1
38.749,41.4969,Turkey,0
18.7868,100.7715,Thailand,0
42.61,23.0227,Bulgaria,0
4.2332,103.4479,Malaysia,0
-40.3527,175.6072,New Zealand,0
14.662,-90.82,Guatemala,0
48.7333,19.15,Slovakia,0
36.7204,37.12,Turkey,0
40.73,19.573,Albania,0
7.9504,39.1399,Ethiopia,0
10.7904,-0.85,Ghana,0
7.1904,1.99,Benin,0
35.1804,8.83,Tunisia,0
42.8747,47.6244,Russia,0
43.02,41.02,Georgia,0
-21.2496,-45.01,Brazil,0
37.4,-122.0796,United States,1
42.3908,-71.1013,United States,1
47.138,24.513,Romania,0
-23.11,-48.93,Brazil,0
-15.5395,-47.34,Brazil,0
-13.71,-76.22,Peru,0
16.1671,-95.2,Mexico,0
33.8471,-118.1221,United States,1
-15.39,35.31,Malawi,0
10.3204,1.39,Benin,0
-42.85,147.295,Australia,0
7.53,1.12,Togo,0
26.3049,-80.1277,United States,1
38.885,40.498,Turkey,0
33.7309,-117.8106,United States,1
-11.11,-77.6199,Peru,0
-3.6096,39.85,Kenya,0
42.7003,-71.1626,United States,1
31.1851,35.7047,Jordan,0
33.3833,35.45,Lebanon,0
22.7334,-98.95,Mexico,0
40.9305,-73.7836,United States,1
14.0572,101.3768,Thailand,0
41.9438,25.5633,Bulgaria,0
49.0533,104.1183,Mongolia,0
-18.3996,-49.21,Brazil,0
13.5704,-2.42,Burkina Faso,0
39.0028,-77.0207,United States,1
-1.7245,-48.8849,Brazil,0
37.767,-122.2673,United States,1
-32.33,-58.08,Uruguay,0
52.7799,18.25,Poland,0
44.435,24.371,Romania,0
44.4091,126.9487,China,0
21.88,95.962,Burma,0
35.5122,24.0156,Greece,0
41.1405,-104.7927,United States,1
-20.79,-51.72,Brazil,0
47.1666,7.25,Switzerland,0
35.889,-5.307,Spain,0
-21.13,-44.25,Brazil,0
63.83,20.24,Sweden,0
33.8501,35.9042,Lebanon,0
10.0604,-2.5,Ghana,0
37.434,-121.8921,United States,1
40.3412,-76.4228,United States,1
27.3333,88.6166,India,0
33.888,-118.1271,United States,1
36.9206,-121.7706,United States,1
37.5744,43.7408,Turkey,0
40.6085,43.0975,Turkey,0
-20.06,-44.57,Brazil,0
14.45,-11.44,Mali,0
9.658,-68.59,Venezuela,0
-18.7296,-39.86,Brazil,0
18.2319,-66.0388,Puerto Rico,0
46.1667,-1.15,France,0
17.4112,104.8361,Laos,0
61.4789,21.7749,Finland,0
10.336,-68.746,Venezuela,0
17.6316,100.0972,Thailand,0
-17.8796,-51.75,Brazil,0
-21.98,-46.79,Brazil,0
38.5552,-121.7365,United States,1
34.0829,-117.9721,United States,1
-3.68,-49.72,Brazil,0
-20.0596,30.82,Zimbabwe,0
-1.7996,-79.54,Ecuador,0
17.1679,104.1479,Thailand,0
48.7974,132.9508,Russia,0
22.785,5.5228,Algeria,0
42.8335,47.113,Russia,0
53.2724,-9.0488,Ireland,0
38.624,34.724,Turkey,0
12.2505,104.6666,Cambodia,0
42.0463,-87.6942,United States,1
-30.03,-52.91,Brazil,0
55.9333,-4.75,United Kingdom,0
39.867,-4.0167,Spain,0
38.8391,-77.4388,United States,1
39.9362,-75.1073,United States,1
-0.8711,134.0693,Indonesia,0
34.7904,116.08,China,0
59.3671,13.4999,Sweden,0
11.484,105.324,Cambodia,0
20.51,-86.95,Mexico,0
16.62,-11.4,Mauritania,0
32.3917,62.0968,Afghanistan,0
28.5818,-81.4693,United States,1
-6.3596,31.05,Tanzania,0
59.2,9.6,Norway,0
46.0333,4.0667,France,0
44.2063,27.3259,Romania,0
9.0905,36.53,Ethiopia,0
18.807,-71.229,Dominican Republic,0
5.3204,-4.3899,Côte D’Ivoire,0
41.6758,-72.7862,United States,1
21.2704,-98.78,Mexico,0
44.1599,43.4699,Russia,0
54.88,-2.93,United Kingdom,0
-4.23,-44.8,Brazil,0
32.7004,36.5666,Syria,0
55.467,8.45,Denmark,0
22.9264,57.5314,Oman,0
41.8744,-71.3743,United States,1
26.1605,-80.2242,United States,1
43.21,23.5625,Bulgaria,0
-26.2396,-51.08,Brazil,0
-7.5596,-35,Brazil,0
35.7307,10.7673,Tunisia,0
40.607,33.621,Turkey,0
-28.46,21.23,South Africa,0
37.3115,40.7427,Turkey,0
44.1201,15.2623,Croatia,0
40.8574,-74.1282,United States,1
-28.3895,-53.9199,Brazil,0
31.27,113.67,China,0
-13.7829,34.4333,Malawi,0
10.3804,-12.1,Guinea,0
14.4604,-87.65,Honduras,0
39.7415,-75.5413,United States,1
33.924,-118.2017,United States,1
-2.8523,30.3173,Burundi,0
-3.1996,-52.21,Brazil,0
18.3839,-66.1134,Puerto Rico,0
14.5304,100.88,Thailand,0
-17.1996,-46.87,Brazil,0
39.9323,48.9203,Azerbaijan,0
16.8838,-25,Cabo Verde,0
-1.5796,30.06,Rwanda,0
47.423,9.362,Switzerland,0
54.2804,-0.43,United Kingdom,0
47.55,18.433,Hungary,0
41.389,33.783,Turkey,0
40.7674,-74.0323,United States,1
-6.36,-39.3,Brazil,0
7.336,-2.336,Ghana,0
42.492,78.3818,Kyrgyzstan,0
2.14,21.51,Congo (Kinshasa),0
-25.2196,25.68,Botswana,0
48.3666,17.6,Slovakia,0
14.914,-91.358,Guatemala,0
34.8103,-5.57,Morocco,0
6.04,37.55,Ethiopia,0
21.93,-99.98,Mexico,0
13.082,109.316,Vietnam,0
-21.25,-48.33,Brazil,0
12.9104,-14.95,Senegal,0
7.0907,-70.7616,Colombia,0
46.6333,27.7333,Romania,0
-2.74,-78.84,Ecuador,0
43.93,25.84,Romania,0
40.642,15.799,Italy,0
55.4504,-4.6167,United Kingdom,0
16.7666,-3.0166,Mali,0
39.1346,-77.2132,United States,1
40.9136,-73.8291,United States,1
60.667,17.1666,Sweden,0
42.3504,13.39,Italy,0
5.949,80.5428,Sri Lanka,0
6.4318,101.8214,Thailand,0
22.8134,-82.7619,Cuba,0
-7.52,-46.05,Brazil,0
2.914,101.7019,Malaysia,0
12.0672,124.6042,Philippines,0
33.8574,-118.3766,United States,1
-0.4396,39.67,Kenya,0
61.0015,69.0015,Russia,0
23.6604,-100.65,Mexico,0
16.43,-95.02,Mexico,0
37.6536,-122.4197,United States,1
-3.66,-45.39,Brazil,0
33.6904,1.01,Algeria,0
6.6505,-4.71,Côte D’Ivoire,0
0.2325,29.9883,Uganda,0
56.6527,23.7128,Latvia,0
22.5014,103.966,Vietnam,0
40.6661,-74.1142,United States,1
-12.6,-69.1833,Peru,0
3.8704,18,Central African Republic,0
17.94,-94.74,Mexico,0
31.8804,10.97,Libya,0
13.0582,44.8838,Yemen,0
37.7167,30.2833,Turkey,0
46.077,23.58,Romania,0
26.2057,-80.2549,United States,1
42.8025,-73.9276,United States,1
15.492,73.818,India,0
-28.3,-54.28,Brazil,0
40.7651,-74.2117,United States,1
-0.3296,31.73,Uganda,0
9.6804,39.53,Ethiopia,0
46.672,21.101,Hungary,0
15.47,-90.38,Guatemala,0
-12.1796,26.4,Zambia,0
41.1923,47.1705,Azerbaijan,0
-11.7196,-49.06,Brazil,0
37.1298,70.5792,Afghanistan,0
14.5304,-91.51,Guatemala,0
-2.61,-56.74,Brazil,0
28.0503,81.6167,Nepal,0
36.73,69.54,Afghanistan,0
50.2833,2.7833,France,0
19.68,-100.57,Mexico,0
45.3786,20.3995,Serbia,0
42.036,-87.74,United States,1
-18.7596,-44.43,Brazil,0
6.433,100.19,Malaysia,0
31.9167,34.8667,Israel,0
33.9682,-118.2447,United States,1
58.1666,8,Norway,0
-26.77,-51.02,Brazil,0
14.0174,99.522,Thailand,0
-11.3,-41.87,Brazil,0
-18.18,-47.95,Brazil,0
33.9902,-118.0888,United States,1
13.536,100.274,Thailand,0
40.7938,-74.0241,United States,1
0.2904,34.73,Kenya,0
45.9079,28.1944,Moldova,0
-24.4,25.51,Botswana,0
47.175,23.063,Romania,0
-13.3596,-39.08,Brazil,0
-12.7166,-60.1166,Brazil,0
34.0155,-118.1108,United States,1
40.7839,-73.2522,United States,1
6.4837,17.45,Central African Republic,0
17.4987,-88.1884,Belize,0
-23.9796,-48.88,Brazil,0
4.74,45.2,Somalia,0
-32.3,24.54,South Africa,0
38.394,42.123,Turkey,0
25.4704,-108.09,Mexico,0
33,10.4667,Tunisia,0
14.8868,103.4915,Thailand,0
33.9278,-117.9513,United States,1
-4.8196,34.74,Tanzania,0
53,6.55,Netherlands,0
25.9007,-80.1686,United States,1
5.762,20.6672,Central African Republic,0
-21.93,-50.52,Brazil,0
47.091,17.911,Hungary,0
-5.2248,145.7853,Papua New Guinea,0
46.844,16.84,Hungary,0
34.8211,67.521,Afghanistan,0
4.25,15.78,Central African Republic,0
-17.3596,30.18,Zimbabwe,0
33.4,10.4167,Tunisia,0
48.3404,4.0834,France,0
4.933,-52.33,French Guiana,0
37.7483,-25.6666,Portugal,0
28.2004,115.77,China,0
32.6654,-117.0983,United States,1
42.4305,-71.0576,United States,1
37.1337,-8.5333,Portugal,0
6.77,47.43,Somalia,0
34.0497,-118.1326,United States,1
5.347,-72.406,Colombia,0
26.2802,-80.1842,United States,1
49.6504,-1.65,France,0
-29.36,-50.81,Brazil,0
-41.2926,173.2474,New Zealand,0
37.3168,-122.0465,United States,1
45.868,25.793,Romania,0
7.8004,6.7399,Nigeria,0
-21.99,-47.43,Brazil,0
10.6304,-4.76,Burkina Faso,0
33.8944,-118.3073,United States,1
-6.2696,14.24,Angola,0
38.754,48.8511,Azerbaijan,0
-17.33,-44.93,Brazil,0
-19.79,-42.14,Brazil,0
32.7703,-117.0204,United States,1
-7.62,15.05,Angola,0
33.9336,-118.0311,United States,1
40.6569,-111.9493,United States,1
43.0068,-88.0296,United States,1
51.9613,85.9577,Russia,0
-12.9163,34.3,Malawi,0
25.7081,-80.4078,United States,1
-15.25,-40.25,Brazil,0
-28.6596,-56.01,Brazil,0
56.8837,14.8167,Sweden,0
-4.22,-69.94,Colombia,0
36.7304,9.19,Tunisia,0
45.8833,-72.4834,Canada,0
10.235,106.375,Vietnam,0
-28.29,-52.8,Brazil,0
-27.8695,-54.46,Brazil,0
61.0671,28.1833,Finland,0
25.7723,-80.3458,United States,1
42.3243,-71.1408,United States,1
18.454,-70.729,Dominican Republic,0
-40.8,-63,Argentina,0
-23.4064,-57.4344,Paraguay,0
-3.2896,-60.62,Brazil,0
-5.8632,144.2168,Papua New Guinea,0
41.022,-73.7549,United States,1
-6.1296,24.48,Congo (Kinshasa),0
25.67,-80.4483,United States,1
-24.33,-50.62,Brazil,0
-14.2296,-42.79,Brazil,0
33.98,-118.2167,United States,1
34.1342,-118.0373,United States,1
16.473,99.529,Thailand,0
-0.5196,37.45,Kenya,0
40.6953,-74.2697,United States,1
26.2466,-80.2119,United States,1
15.804,102.0386,Thailand,0
8.0304,-2.8,Côte D’Ivoire,0
38.5676,-92.1759,United States,1
40.6167,20.7667,Albania,0
12.5621,-81.6903,Colombia,0
25.7556,-80.4016,United States,1
44.2004,0.6333,France,0
41.743,27.226,Turkey,0
-17.92,19.7499,Namibia,0
-9.9396,-63.08,Brazil,0
20.942,106.331,Vietnam,0
-54.79,-68.31,Argentina,0
41.4458,-74.4228,United States,1
-39.49,176.9265,New Zealand,0
42.4234,-71.1087,United States,1
47.246,127.106,China,0
14.804,100.6186,Thailand,0
24.8604,-99.57,Mexico,0
-7.4996,-35.32,Brazil,0
39.1511,-119.7474,United States,1
-7.08,-41.44,Brazil,0
-8.42,-37.07,Brazil,0
-1.05,-46.77,Brazil,0
32.2833,36.2333,Jordan,0
9.9702,-84.8336,Costa Rica,0
40.487,-74.445,United States,1
-29.8166,27.25,Lesotho,0
63.1,21.6,Finland,0
36.4412,28.2225,Greece,0
27.87,-0.29,Algeria,0
3.3004,32.87,Uganda,0
-11.6496,-39.01,Brazil,0
9.3504,42.79,Ethiopia,0
-28.4996,-50.94,Brazil,0
47.895,20.383,Hungary,0
15.7175,-88.5927,Guatemala,0
34.597,43.677,Iraq,0
-15.7996,-43.31,Brazil,0
6.9804,19.18,Central African Republic,0
23.5667,119.5833,Taiwan,0
-20.46,-45.43,Brazil,0
35.9511,68.7011,Afghanistan,0
22.7304,-12.4833,Mauritania,0
33.7105,-117.9514,United States,1
41.7139,-87.7528,United States,1
0.5704,34.56,Kenya,0
-17.6161,177.4666,Fiji,0
40.7043,-73.6193,United States,1
-3.4995,-39.58,Brazil,0
53.8337,22.35,Poland,0
56.6718,12.8556,Sweden,0
-11.2696,-37.45,Brazil,0
38.56,-7.906,Portugal,0
41.8433,-87.7909,United States,1
-32.3595,-54.18,Uruguay,0
-34.91,-54.96,Uruguay,0
42.4442,-76.5032,United States,1
-30.32,-54.32,Brazil,0
17.3945,104.7695,Thailand,0
-2.55,-44.07,Brazil,0
45.492,-122.8726,United States,1
40.7451,-74.0279,United States,1
-13.6396,-72.89,Peru,0
16.428,103.509,Thailand,0
25.9044,13.8972,Libya,0
45.4872,15.5478,Croatia,0
-6.4596,-37.1,Brazil,0
33.8977,-118.1652,United States,1
43.2333,0.0833,France,0
30.4185,-107.9119,Mexico,0
12.11,-85.38,Nicaragua,0
40.7243,-74.2317,United States,1
34.0688,-118.0823,United States,1
-17.19,-70.94,Peru,0
41.9271,8.7283,France,0
-31.71,-55.98,Uruguay,0
40.7856,-74.0093,United States,1
40.641,-8.651,Portugal,0
46.3,30.6666,Ukraine,0
42.4191,-71.0035,United States,1
49.4004,15.5833,Czechia,0
21.267,106.2,Vietnam,0
40.6172,47.15,Azerbaijan,0
25.7592,-102.9827,Mexico,0
35.0183,69.1679,Afghanistan,0
14.471,100.129,Thailand,0
62.6,29.7666,Finland,0
-4.08,-63.13,Brazil,0
-24.49,-47.84,Brazil,0
48.5167,-2.7833,France,0
18.5704,-99.62,Mexico,0
-30.8396,-51.81,Brazil,0
43.0862,25.6555,Bulgaria,0
28.969,-13.5378,Spain,0
-5.1656,-40.666,Brazil,0
40.5203,-74.2724,United States,1
44.57,27.382,Romania,0
-15.2796,23.12,Zambia,0
5.6639,-67.6236,Venezuela,0
12.5337,103.9167,Cambodia,0
69.6351,18.992,Norway,0
38.912,-6.338,Spain,0
-20.9096,-51.3799,Brazil,0
-15.8796,-52.26,Brazil,0
39.0928,-77.0822,United States,1
45.95,-66.6333,Canada,0
41.4263,75.9911,Kyrgyzstan,0
41.8872,-87.7899,United States,1
-35.7256,174.323,New Zealand,0
33.8807,-117.8553,United States,1
-20.89,-47.59,Brazil,0
49.1666,-121.95,Canada,0
13.346,-88.432,El Salvador,0
40.7241,-73.5125,United States,1
33.5792,-117.7289,United States,1
16.184,103.298,Thailand,0
9.0605,-62.06,Venezuela,0
-3.14,-58.44,Brazil,0
36.5,8.75,Tunisia,0
40.6154,-74.4157,United States,1
55.709,9.535,Denmark,0
7.9504,-6.67,Côte D’Ivoire,0
-0.417,36.951,Kenya,0
13.091,-86,Nicaragua,0
42.2843,22.6911,Bulgaria,0
33.8677,-118.0686,United States,1
41.563,14.656,Italy,0
14.29,-89.9,Guatemala,0
16.419,101.159,Thailand,0
4.2904,21.0199,Congo (Kinshasa),0
-7.19,-48.21,Brazil,0
9.3804,-70.44,Venezuela,0
30.192,35.736,Jordan,0
13.5838,102.9833,Cambodia,0
41.4824,-81.8008,United States,1
46.5965,-112.0199,United States,1
10.6171,104.1833,Cambodia,0
39.0492,-77.0572,United States,1
39.0393,-77.1191,United States,1
16.85,97.6167,Burma,0
25.44,30.55,Egypt,0
-5.2395,39.77,Tanzania,0
-19.9896,23.42,Botswana,0
55.5091,47.4687,Russia,0
9.5104,-7.58,Côte D’Ivoire,0
31.112,61.887,Afghanistan,0
13.05,3.2,Niger,0
13.679,101.076,Thailand,0
-26.96,24.73,South Africa,0
53.4547,41.8044,Russia,0
